reference_number,procurement_id,vendor_name,vendor_postal_code,buyer_name,contract_date,economic_object_code,description_en,description_fr,contract_period_start,delivery_date,contract_value,original_value,amendment_value,comments_en,comments_fr,additional_comments_en,additional_comments_fr,agreement_type_code,trade_agreement,land_claims,commodity_type,commodity_code,country_of_vendor,solicitation_procedure,limited_tendering_reason,trade_agreement_exceptions,aboriginal_business,aboriginal_business_incidental,intellectual_property,potential_commercial_exploitation,former_public_servant,contracting_entity,standing_offer_number,instrument_type,ministers_office,number_of_bids,article_6_exceptions,award_criteria,socioeconomic_indicator,reporting_period,record_created,record_modified,user_modified,owner_org,owner_org_title
C-2018-2019-Q3-02342,LSO70009301A,LIONBRIDGE CANADA,,,2018-10-30,494,Translation services,Services de traduction,2017-10-30,2019-10-29,16383.94,218452.5,183960,This contract was competitively sourced.This contract includes one or more amendments.This contract is a multi-year contract.,Ce contrat a été attribué de façon concurrentielle.Ce contrat comprend une ou plusieurs modifications.Ce contrat est un contrat pluriannuel.,,,0,,,S,R109,CA,TC,0,0,,N,A65,N,N,PWSOSA,EN966-140305/022/ZF,A,,,,,,2018-2019-Q3,,,*,pwgsc-tpsgc,
C-2018-2019-Q3-02343,LSO70009302A,SOLUDOC INC.,,,2018-10-30,494,Translation services,Services de traduction,2017-10-30,2019-10-29,15521.63,195457.5,195457.5,This contract was competitively sourced.This contract includes one or more amendments.This contract is a multi-year contract.,Ce contrat a été attribué de façon concurrentielle.Ce contrat comprend une ou plusieurs modifications.Ce contrat est un contrat pluriannuel.,,,0,,,S,R109,CA,TC,0,0,,N,A65,N,N,PWSOSA,EN966-140305/094/ZF,A,,,,,,2018-2019-Q3,,,*,pwgsc-tpsgc,
C-2018-2019-Q3-02360,LSO80009502,TRADUCTION SYNTRA INC.,,,2018-08-08,494,Translation services,Services de traduction,2018-08-13,2018-09-21,15521.63,14659.31,0,This contract was competitively sourced.,Ce contrat a été attribué de façon concurrentielle.,,,0,,,S,R109,CA,TC,0,0,,N,A65,N,N,,,C,,,,,,2018-2019-Q2,,,*,pwgsc-tpsgc,
C-2018-2019-Q3-02344,LSO70009601A,LE GROUPE SYNTAGME INC.,,,2018-10-23,494,Translation services,Services de traduction,2017-10-23,2019-10-22,24144.75,2762159.4,2762159.4,This contract was competitively sourced.This contract includes one or more amendments.This contract is a multi-year contract.,Ce contrat a été attribué de façon concurrentielle.Ce contrat comprend une ou plusieurs modifications.Ce contrat est un contrat pluriannuel.,,,0,,,S,R109,CA,TC,0,0,,N,A65,N,N,PWSOSA,EN966-140305/099/ZF,A,,,,,,2018-2019-Q3,,,*,pwgsc-tpsgc,
C-2018-2019-Q3-02345,LSO70009901A,TRADUCTIONS TESSIER S.C.C. (LES),,,2018-10-24,494,Translation services,Services de traduction,2017-10-24,2019-10-23,129346.88,65535.75,65535.75,This contract was competitively sourced.This contract includes one or more amendments.This contract is a multi-year contract.,Ce contrat a été attribué de façon concurrentielle.Ce contrat comprend une ou plusieurs modifications.Ce contrat est un contrat pluriannuel.,,,0,,,S,R109,CA,TC,0,0,,N,A65,N,N,PWSOSA,EN966-140305/064/ZF,A,,,,,,2018-2019-Q3,,,*,pwgsc-tpsgc,
C-2018-2019-Q3-02346,LSO70013001A,LIONBRIDGE CANADA,,,2018-12-11,494,Translation services,Services de traduction,2017-12-11,2019-12-10,1207237.5,632362.5,574875,This contract was competitively sourced.This contract includes one or more amendments.This contract is a multi-year contract.,Ce contrat a été attribué de façon concurrentielle.Ce contrat comprend une ou plusieurs modifications.Ce contrat est un contrat pluriannuel.,,,0,,,S,R109,CA,TC,0,0,,N,A65,N,N,PWSOSA,EN966-140305/022/ZF,A,,,,,,2018-2019-Q3,,,*,pwgsc-tpsgc,
C-2018-2019-Q3-02347,LSO70013101A,LIONBRIDGE CANADA,,,2018-12-15,494,Translation services,Services de traduction,2017-12-15,2019-12-14,517387.5,273065.63,244321.87,This contract was competitively sourced.This contract includes one or more amendments.This contract is a multi-year contract.,Ce contrat a été attribué de façon concurrentielle.Ce contrat comprend une ou plusieurs modifications.Ce contrat est un contrat pluriannuel.,,,0,,,S,R109,CA,TC,0,0,,N,A65,N,N,PWSOSA,EN966-140305/022/ZF,A,,,,,,2018-2019-Q3,,,*,pwgsc-tpsgc,
C-2018-2019-Q3-02348,LSO70013102A,EXACT LEGAL TRANSLATIONS INC.,,,2018-12-15,494,Translation services,Services de traduction,2017-12-15,2019-12-14,517387.5,258693.75,258693.75,This contract was competitively sourced.This contract includes one or more amendments.This contract is a multi-year contract.,Ce contrat a été attribué de façon concurrentielle.Ce contrat comprend une ou plusieurs modifications.Ce contrat est un contrat pluriannuel.,,,0,,,S,R109,CA,TC,0,0,,N,A65,N,N,PWSOSA,EN966-140305/036/ZF,A,,,,,,2018-2019-Q3,,,*,pwgsc-tpsgc,
C-2018-2019-Q3-02349,LSO80007201,LIONBRIDGE CANADA,,,2018-07-03,494,Translation services,Services de traduction,2018-07-23,2019-07-24,226000,226000,0,This contract was competitively sourced.,Ce contrat a été attribué de façon concurrentielle.,,,0,,,S,R109,CA,TC,0,0,,N,A65,N,N,PWSOSA,EN966-140305/022/ZF,C,,,,,,2018-2019-Q2,,,*,pwgsc-tpsgc,
C-2018-2019-Q3-02361,LSO80009601,DANIEL CREPEAU - IDEES,,,2018-08-08,494,Translation services,Services de traduction,2018-08-10,2018-09-21,12934.69,14659.31,0,This contract was competitively sourced.,Ce contrat a été attribué de façon concurrentielle.,,,0,,,S,R109,CA,TC,0,0,,N,A65,N,N,PWSOSA,EN966-140305/028/ZF,C,,,,,,2018-2019-Q2,,,*,pwgsc-tpsgc,
C-2018-2019-Q3-02362,LSO80009602,R&R INTERNATIONAL TRANSLATION SPECIALISTS INC.,,,2018-08-08,494,Translation services,Services de traduction,2018-08-10,2018-09-21,14659.31,14659.31,0,This contract was competitively sourced.,Ce contrat a été attribué de façon concurrentielle.,,,0,,,S,R109,CA,TC,0,0,,N,A65,N,N,PWSOSA,EN966-140305/120/ZF,C,,,,,,2018-2019-Q2,,,*,pwgsc-tpsgc,
C-2018-2019-Q3-02363,LSO80009701,TRADUCTIONS TESSIER S.C.C. (LES),,,2018-08-07,494,Translation services,Services de traduction,2018-08-13,2018-11-02,15521.63,17246.25,0,This contract was competitively sourced.,Ce contrat a été attribué de façon concurrentielle.,,,0,,,S,R109,CA,TC,0,0,,N,A65,N,N,PWSOSA,EN966-140305/064/ZF,C,,,,,,2018-2019-Q2,,,*,pwgsc-tpsgc,
C-2018-2019-Q3-02365,LSO80009901,THE MASHA KRUPP TRANSLATION GROUP LIMITED,,,2018-08-14,494,Translation services,Services de traduction,2018-08-15,2018-09-10,16383.94,12934.69,0,This contract was competitively sourced.,Ce contrat a été attribué de façon concurrentielle.,,,0,,,S,R109,CA,TC,0,0,,N,A65,N,N,PWSOSA,EN966-140305/208/ZF,C,,,,,,2018-2019-Q2,,,*,pwgsc-tpsgc,
C-2018-2019-Q3-02366,LSO80009902,GAT INTL. LOCALIZATION SERVICES INC.,,,2018-08-14,494,Translation services,Services de traduction,2018-08-15,2018-09-10,17246.25,14659.31,0,This contract was competitively sourced.,Ce contrat a été attribué de façon concurrentielle.,,,0,,,S,R109,CA,TC,0,0,,N,A65,N,N,,,C,,,,,,2018-2019-Q2,,,*,pwgsc-tpsgc,
C-2018-2019-Q3-02367,LSO80009903,MEGALEXIS COMMUNICATIONS INC.,,,2018-08-14,494,Translation services,Services de traduction,2018-08-15,2018-09-10,13797,15521.63,0,This contract was competitively sourced.,Ce contrat a été attribué de façon concurrentielle.,,,0,,,S,R109,CA,TC,0,0,,N,A65,N,N,,,C,,,,,,2018-2019-Q2,,,*,pwgsc-tpsgc,
C-2018-2019-Q3-02368,LSO80009904,R&R INTERNATIONAL TRANSLATION SPECIALISTS INC.,,,2018-08-14,494,Translation services,Services de traduction,2018-08-15,2018-09-10,13797,15521.63,0,This contract was competitively sourced.,Ce contrat a été attribué de façon concurrentielle.,,,0,,,S,R109,CA,TC,0,0,,N,A65,N,N,PWSOSA,EN966-140305/120/ZF,C,,,,,,2018-2019-Q2,,,*,pwgsc-tpsgc,
C-2018-2019-Q3-02369,LSO80009905,TRADUCTIONS TESSIER S.C.C. (LES),,,2018-08-14,494,Translation services,Services de traduction,2018-08-15,2018-09-10,14659.31,15521.63,0,This contract was competitively sourced.,Ce contrat a été attribué de façon concurrentielle.,,,0,,,S,R109,CA,TC,0,0,,N,A65,N,N,PWSOSA,EN966-140305/064/ZF,C,,,,,,2018-2019-Q2,,,*,pwgsc-tpsgc,
C-2018-2019-Q3-02370,LSO80009906,TRANSPERFECT TRANSLATIONS INC,,,2018-08-14,494,Translation services,Services de traduction,2018-08-15,2018-09-10,13797,16383.94,0,This contract was competitively sourced.,Ce contrat a été attribué de façon concurrentielle.,,,0,,,S,R109,CA,TC,0,0,,N,A65,N,N,,,C,,,,,,2018-2019-Q2,,,*,pwgsc-tpsgc,
C-2018-2019-Q3-02371,LSO80010001,"MCFARLANE, ELIZABETH",,,2018-08-16,494,Translation services,Services de traduction,2018-08-20,2018-11-23,14659.31,14486.85,0,This contract was competitively sourced.,Ce contrat a été attribué de façon concurrentielle.,,,0,,,S,R109,CA,TC,0,0,,N,A65,N,N,PWSOSA,EN966-140305/033/ZF,C,,,,,,2018-2019-Q2,,,*,pwgsc-tpsgc,
C-2018-2019-Q3-02372,LSO80010101,LES TRADUCTIONS ATOUT,,,2018-08-22,494,Translation services,Services de traduction,2018-08-24,2019-02-25,14659.31,19833.19,0,This contract was competitively sourced.,Ce contrat a été attribué de façon concurrentielle.,,,0,,,S,R109,CA,TC,0,0,,N,A65,N,N,PWSOSA,EN966-140305/031/ZF,C,,,,,,2018-2019-Q2,,,*,pwgsc-tpsgc,
C-2018-2019-Q3-02373,LSO80010301,R&R INTERNATIONAL TRANSLATION SPECIALISTS INC.,,,2018-10-02,494,Translation services,Services de traduction,2018-10-04,2019-10-03,14659.31,258693.75,0,This contract was competitively sourced.,Ce contrat a été attribué de façon concurrentielle.,,,0,,,S,R109,CA,TC,0,0,,N,A65,N,N,PWSOSA,EN966-140305/120/ZF,C,,,,,,2018-2019-Q3,,,*,pwgsc-tpsgc,
C-2018-2019-Q3-02374,LSO80010302,TRADUCTION SYNTRA INC.,,,2018-10-02,494,Translation services,Services de traduction,2018-10-04,2019-10-03,13797,229950,0,This contract was competitively sourced.,Ce contrat a été attribué de façon concurrentielle.,,,0,,,S,R109,CA,TC,0,0,,N,A65,N,N,PWSOSA,EN966-140305/104/ZF,C,,,,,,2018-2019-Q3,,,*,pwgsc-tpsgc,
C-2018-2019-Q3-02375,LSO80010303,DANIEL CREPEAU - IDEES,,,2018-10-02,494,Translation services,Services de traduction,2018-10-04,2019-10-03,20695.5,244321.88,0,This contract was competitively sourced.,Ce contrat a été attribué de façon concurrentielle.,,,0,,,S,R109,CA,TC,0,0,,N,A65,N,N,PWSOSA,EN966-140305/028/ZF,C,,,,,,2018-2019-Q3,,,*,pwgsc-tpsgc,
C-2018-2019-Q3-02376,LSO80010501,R&R INTERNATIONAL TRANSLATION SPECIALISTS INC.,,,2018-08-30,494,Translation services,Services de traduction,2018-08-31,2018-10-31,13797,12072.38,0,This contract was competitively sourced.,Ce contrat a été attribué de façon concurrentielle.,,,0,,,S,R109,CA,TC,0,0,,N,A65,N,N,PWSOSA,EN966-140305/120/ZF,C,,,,,,2018-2019-Q2,,,*,pwgsc-tpsgc,
C-2018-2019-Q3-02377,LSO80010701,LE GROUPE SYNTAGME INC.,,,2018-09-04,494,Translation services,Services de traduction,2018-09-05,2018-09-28,15521.63,14659.31,0,This contract was competitively sourced.,Ce contrat a été attribué de façon concurrentielle.,,,0,,,S,R109,CA,TC,0,0,,N,A65,N,N,PWSOSA,EN966-140305/099/ZF,C,,,,,,2018-2019-Q2,,,*,pwgsc-tpsgc,
C-2018-2019-Q3-02378,LSO80010702,R&R INTERNATIONAL TRANSLATION SPECIALISTS INC.,,,2018-09-04,494,Translation services,Services de traduction,2018-09-05,2018-09-28,13797,14659.31,0,This contract was competitively sourced.,Ce contrat a été attribué de façon concurrentielle.,,,0,,,S,R109,CA,TC,0,0,,N,A65,N,N,PWSOSA,EN966-140305/120/ZF,C,,,,,,2018-2019-Q2,,,*,pwgsc-tpsgc,
C-2018-2019-Q3-02379,LSO80010801,THE MASHA KRUPP TRANSLATION GROUP LIMITED,,,2018-09-04,494,Translation services,Services de traduction,2018-09-05,2019-01-15,15521.63,13797,0,This contract was competitively sourced.,Ce contrat a été attribué de façon concurrentielle.,,,0,,,S,R109,CA,TC,0,0,,N,A65,N,N,PWSOSA,EN966-140305/208/ZF,C,,,,,,2018-2019-Q2,,,*,pwgsc-tpsgc,
C-2018-2019-Q3-02380,LSO80011001,OPES CONSULT INC.,,,2018-10-04,494,Translation services,Services de traduction,2018-10-09,2019-07-05,41391,271491.02,0,This contract was competitively sourced.,Ce contrat a été attribué de façon concurrentielle.,,,0,,,S,R109,CA,TC,0,0,,N,A65,N,N,PWSOSA,EN966-140305/083/ZF,C,,,,,,2018-2019-Q3,,,*,pwgsc-tpsgc,
C-2018-2019-Q3-02381,LSO80011002,"TCI TRANSLATORS, CONFERENCE INTERPRETERS INC.",,,2018-10-04,494,Translation services,Services de traduction,2018-10-09,2019-07-05,24144.75,286573.85,0,This contract was competitively sourced.,Ce contrat a été attribué de façon concurrentielle.,,,0,,,S,R109,CA,TC,0,0,,N,A65,N,N,PWSOSA,EN966-140305/176/ZF,C,,,,,,2018-2019-Q3,,,*,pwgsc-tpsgc,
C-2018-2019-Q3-02382,LSO80011003,LE GROUPE SYNTAGME INC.,,,2018-10-04,494,Translation services,Services de traduction,2018-10-09,2019-07-05,26559.23,301656.69,0,This contract was competitively sourced.,Ce contrat a été attribué de façon concurrentielle.,,,0,,,S,R109,CA,TC,0,0,,N,A65,N,N,PWSOSA,EN966-140305/099/ZF,C,,,,,,2018-2019-Q3,,,*,pwgsc-tpsgc,
C-2018-2019-Q3-02383,LSO80011101,LES TRADUCTIONS ATOUT,,,2018-09-06,494,Translation services,Services de traduction,2018-09-07,2019-02-25,16383.94,19833.19,0,This contract was competitively sourced.,Ce contrat a été attribué de façon concurrentielle.,,,0,,,S,R109,CA,TC,0,0,,N,A65,N,N,PWSOSA,EN966-140305/031/ZF,C,,,,,,2018-2019-Q2,,,*,pwgsc-tpsgc,
C-2018-2019-Q3-02384,LSO80011201,"TCI TRANSLATORS, CONFERENCE INTERPRETERS INC.",,,2018-10-02,494,Translation services,Services de traduction,2018-10-09,2019-07-05,10347.75,939575.7,0,This contract was competitively sourced.,Ce contrat a été attribué de façon concurrentielle.,,,0,,,S,R109,CA,TC,0,0,,N,A65,N,N,PWSOSA,EN966-140305/176/ZF,C,,,,,,2018-2019-Q3,,,*,pwgsc-tpsgc,
C-2018-2019-Q3-02385,LSO80011301,PATISSERIE BOULANGERIE NOISETTE INC.,,,2018-09-06,494,Translation services,Services de traduction,2018-09-07,2019-02-26,12934.69,18108.56,0,This contract was competitively sourced.,Ce contrat a été attribué de façon concurrentielle.,,,0,,,S,R109,CA,TC,0,0,,N,A65,N,N,PWSOSA,EN966-140305/205/ZF,C,,,,,,2018-2019-Q2,,,*,pwgsc-tpsgc,
C-2018-2019-Q3-02386,LSO80011401,TRADPARL,,,2018-09-13,494,Translation services,Services de traduction,2018-09-21,2019-07-15,123138.23,14659.31,0,This contract was competitively sourced.,Ce contrat a été attribué de façon concurrentielle.,,,0,,,S,R109,CA,TC,0,0,,N,A65,N,Y,PWSOSA,EN966-140305/118/ZF,C,,,,,,2018-2019-Q2,,,*,pwgsc-tpsgc,
C-2018-2019-Q3-02387,LSO80011402,OPES CONSULT INC.,,,2018-09-13,494,Translation services,Services de traduction,2018-09-21,2019-07-15,16383.94,15521.63,0,This contract was competitively sourced.,Ce contrat a été attribué de façon concurrentielle.,,,0,,,S,R109,CA,TC,0,0,,N,A65,N,N,PWSOSA,EN966-140305/083/ZF,C,,,,,,2018-2019-Q2,,,*,pwgsc-tpsgc,
C-2018-2019-Q3-02388,LSO80011501,"MAZUR, CINTHIA",,,2018-09-13,494,Translation services,Services de traduction,2018-09-21,2019-01-31,14659.31,13797,0,This contract was competitively sourced.,Ce contrat a été attribué de façon concurrentielle.,,,0,,,S,R109,CA,TC,0,0,,N,A65,N,N,PWSOSA,EN966-140305/021/ZF,C,,,,,,2018-2019-Q2,,,*,pwgsc-tpsgc,
C-2018-2019-Q3-02389,LSO80011601,THE MASHA KRUPP TRANSLATION GROUP LIMITED,,,2018-09-12,494,Translation services,Services de traduction,2018-09-21,2018-12-21,14102.56,13797,0,This contract was competitively sourced.,Ce contrat a été attribué de façon concurrentielle.,,,0,,,S,R109,CA,TC,0,0,,N,A65,N,N,PWSOSA,EN966-140305/208/ZF,C,,,,,,2018-2019-Q2,,,*,pwgsc-tpsgc,
C-2018-2019-Q3-02390,LSO80011701,THE MASHA KRUPP TRANSLATION GROUP LIMITED,,,2018-09-05,494,Translation services,Services de traduction,2018-09-07,2018-12-21,17246.25,13797,0,This contract was competitively sourced.,Ce contrat a été attribué de façon concurrentielle.,,,0,,,S,R109,CA,TC,0,0,,N,A65,N,N,PWSOSA,EN966-140305/208/ZF,C,,,,,,2018-2019-Q2,,,*,pwgsc-tpsgc,
C-2018-2019-Q3-02391,LSO80011801,THE MASHA KRUPP TRANSLATION GROUP LIMITED,,,2018-10-16,494,Translation services,Services de traduction,2018-10-19,2019-10-18,20695.5,129346.88,0,This contract was competitively sourced.,Ce contrat a été attribué de façon concurrentielle.,,,0,,,S,R109,CA,TC,0,0,,N,A65,N,N,PWSOSA,EN966-140305/208/ZF,C,,,,,,2018-2019-Q3,,,*,pwgsc-tpsgc,
C-2018-2019-Q3-02392,LSO80011901,TRADUC-TEXTE ENR.,,,2018-09-10,494,Translation services,Services de traduction,2018-09-21,2019-01-31,10347.75,14659.31,0,This contract was competitively sourced.,Ce contrat a été attribué de façon concurrentielle.,,,0,,,S,R109,CA,TC,0,0,,N,A65,N,N,PWSOSA,EN966-140305/095/ZF,C,,,,,,2018-2019-Q2,,,*,pwgsc-tpsgc,
C-2018-2019-Q3-02393,LSO80012001,THE MASHA KRUPP TRANSLATION GROUP LIMITED,,,2018-10-16,494,Translation services,Services de traduction,2018-10-19,2019-10-18,13797,123138.23,0,This contract was competitively sourced.,Ce contrat a été attribué de façon concurrentielle.,,,0,,,S,R109,CA,TC,0,0,,N,A65,N,N,PWSOSA,EN966-140305/208/ZF,C,,,,,,2018-2019-Q3,,,*,pwgsc-tpsgc,
C-2018-2019-Q3-02394,LSO80012101,DOCUMENS TRADUCTION INC.,,,2018-09-12,494,Translation services,Services de traduction,2018-09-21,2019-01-31,16096.5,13797,0,This contract was competitively sourced.,Ce contrat a été attribué de façon concurrentielle.,,,0,,,S,R109,CA,TC,0,0,,N,A65,N,N,PWSOSA,EN966-140305/153/ZF,C,,,,,,2018-2019-Q2,,,*,pwgsc-tpsgc,
C-2018-2019-Q3-02395,LSO80012201,OPES CONSULT INC.,,,2018-09-10,494,Translation services,Services de traduction,2018-09-17,2018-10-17,344373.12,15521.63,0,This contract was competitively sourced.,Ce contrat a été attribué de façon concurrentielle.,,,0,,,S,R109,CA,TC,0,0,,N,A65,N,N,PWSOSA,EN966-140305/083/ZF,C,,,,,,2018-2019-Q2,,,*,pwgsc-tpsgc,
C-2018-2019-Q3-02396,LSO80012202,"TCI TRANSLATORS, CONFERENCE INTERPRETERS INC.",,,2018-09-10,494,Translation services,Services de traduction,2018-09-17,2018-10-17,15521.63,16383.94,0,This contract was competitively sourced.,Ce contrat a été attribué de façon concurrentielle.,,,0,,,S,R109,CA,TC,0,0,,N,A65,N,N,PWSOSA,EN966-140305/176/ZF,C,,,,,,2018-2019-Q2,,,*,pwgsc-tpsgc,
C-2018-2019-Q3-02397,LSO80012203,LE GROUPE SYNTAGME INC.,,,2018-09-10,494,Translation services,Services de traduction,2018-09-17,2018-10-17,14659.31,17246.25,0,This contract was competitively sourced.,Ce contrat a été attribué de façon concurrentielle.,,,0,,,S,R109,CA,TC,0,0,,N,A65,N,N,PWSOSA,EN966-140305/099/ZF,C,,,,,,2018-2019-Q2,,,*,pwgsc-tpsgc,
C-2018-2019-Q3-02398,LSO80012301,"TCI TRANSLATORS, CONFERENCE INTERPRETERS INC.",,,2018-10-02,494,Translation services,Services de traduction,2018-10-12,2019-10-11,14131.69,185109.75,0,This contract was competitively sourced.,Ce contrat a été attribué de façon concurrentielle.,,,0,,,S,R109,CA,TC,0,0,,N,A65,N,N,PWSOSA,EN966-140305/176/ZF,C,,,,,,2018-2019-Q3,,,*,pwgsc-tpsgc,
C-2018-2019-Q3-02399,LSO80012401,"LE ROUX, PIERRE",,,2018-09-14,494,Translation services,Services de traduction,2018-09-17,2018-11-05,14659.31,11267.55,0,This contract was competitively sourced.,Ce contrat a été attribué de façon concurrentielle.,,,0,,,S,R109,CA,TC,0,0,,N,A65,N,N,PWSOSA,EN966-140305/164/ZF,C,,,,,,2018-2019-Q2,,,*,pwgsc-tpsgc,
C-2018-2019-Q3-02400,LSO80012501,TRADUC-TEXTE ENR.,,,2018-09-19,494,Translation services,Services de traduction,2018-09-21,2019-01-31,107789.06,13797,0,This contract was competitively sourced.,Ce contrat a été attribué de façon concurrentielle.,,,0,,,S,R109,CA,TC,0,0,,N,A65,N,N,PWSOSA,EN966-140305/095/ZF,C,,,,,,2018-2019-Q2,,,*,pwgsc-tpsgc,
C-2018-2019-Q3-02401,LSO80012601,MOTS-A-TOUT INC.,,,2018-09-19,494,Translation services,Services de traduction,2018-09-21,2019-03-21,25869.38,15521.63,0,This contract was competitively sourced.,Ce contrat a été attribué de façon concurrentielle.,,,0,,,S,R109,CA,TC,0,0,,N,A65,N,N,PWSOSA,EN966-140305/075/ZF,C,,,,,,2018-2019-Q2,,,*,pwgsc-tpsgc,
C-2018-2019-Q3-02402,LSO80012701,TRADUCTIONS SOUL,,,2018-09-19,494,Translation services,Services de traduction,2018-09-21,2018-12-21,72434.25,13797,0,This contract was competitively sourced.,Ce contrat a été attribué de façon concurrentielle.,,,0,,,S,R109,CA,TC,0,0,,N,A65,N,N,PWSOSA,EN966-140305/031/ZF,C,,,,,,2018-2019-Q2,,,*,pwgsc-tpsgc,
